zestimate.amount,street.name.and.number,zip.code,city,use.code,tax.assessment.year,tax.assessment.value,year.built,lot.size,finished.sqft,bathrooms,bedrooms,region.name,region.type,last.sold.date,last.sold.price,zindex.value
1194259,14530 Valley Vista Blvd,91403,Sherman Oaks,SingleFamily,2019,479503,1951,16503,1784,2,2,Sherman Oaks,neighborhood,02/25/1998,335000,890000
6892519,12251 Richwood Dr,90049,Los Angeles,SingleFamily,2019,6097110,1969,19232,5006,4,4,Brentwood,neighborhood,03/15/2006,4900000,2404000
1538523,19214 Mayall St,91324,Northridge,SingleFamily,2019,1468800,1981,17519,4258,5,5,Northridge,neighborhood,05/11/2018,1440000,676300
1229569,3682 Berry Dr,91604,Studio City,SingleFamily,2019,393253,1951,5403,1960,3,3,Studio City,neighborhood,NA,NA,1188900
1368488,12954 Cumpston St,91401,Sherman Oaks,SingleFamily,2019,152036,1964,5749,2540,3,5,Sherman Oaks,neighborhood,11/26/2019,1340000,890000
664456,10320 Wescott Ave,91040,Sunland,SingleFamily,2019,201242,1951,5997,1459,2,3,Sunland,neighborhood,NA,NA,553500
407443,1310 E 60th St,90001,Los Angeles,SingleFamily,2019,86796,1923,5751,904,1,3,Florence-Graham,city,NA,NA,346600
703532,1566 W 208th St,90501,Torrance,SingleFamily,2019,481322,1955,6001,1760,2,3,Harbor Gateway,neighborhood,05/06/2014,438000,513600
2170380,6530 Orange St,90048,Los Angeles,Quadruplex,2019,1294877,1937,6250,4653,4,6,Mid City West,neighborhood,09/08/1997,500000,1516200
2748389,648 Woodlawn Ave,90291,Venice,MultiFamily2To4,2019,390645,1921,4200,3200,3.75,5,Venice,neighborhood,NA,NA,1538600
996272,4529 Nagle Ave,91423,Sherman Oaks,SingleFamily,2019,577223,1948,6754,1381,2,2,Sherman Oaks,neighborhood,NA,NA,890000
797738,17155 Vintage St,91325,Northridge,SingleFamily,2019,556606,1960,11010,2245,3,4,Northridge,neighborhood,09/19/1989,337500,676300
840006,20727 Dolorosa St,91367,Woodland Hills,SingleFamily,2019,128080,1960,7718,2235,3,5,Woodland Hills,neighborhood,NA,NA,757200
430296,530 W 102nd St,90044,Los Angeles,SingleFamily,2019,235489,1925,4023,945,1,3,South Los Angeles,neighborhood,06/23/2008,200000,429200
1821522,5402 Oak Park Ave,91316,Encino,SingleFamily,2019,1223566,1956,17249,2730,3,3,Encino,neighborhood,11/26/2003,960000,872400
318139,664 E 41st Pl,90011,Los Angeles,SingleFamily,2019,16205,1909,3592,566,1,2,Southeast Los Angeles,neighborhood,NA,NA,359400
884897,2332 Fox Hills Dr # 4,90064,Los Angeles,Condominium,2019,609894,1974,18206,1445,2,2,Century City,neighborhood,10/17/2013,555000,1024400
893925,16830 Killion St,91436,Encino,SingleFamily,2019,331297,1955,8344,1765,3,3,Encino,neighborhood,05/04/2000,240000,872400
515556,11153 Saticoy St,91352,Sun Valley,SingleFamily,2019,250664,1949,6991,716,1,2,Sun Valley,neighborhood,NA,NA,483500
639265,6557 Riverton Ave,91606,North Hollywood,SingleFamily,2019,456081,1942,7371,1042,1,2,North Hollywood,neighborhood,10/07/2004,365000,536800
1501528,4921 Mount Royal Dr,90041,Los Angeles,SingleFamily,2019,896000,1962,8285,2200,3,3,Eagle Rock,neighborhood,04/08/2019,1425000,794500
643343,940 Bay View Ave,90744,Wilmington,MultiFamily2To4,2019,612000,1947,6089,2041,3,6,Wilmington,neighborhood,04/18/2018,600000,423700
678141,20611 Archwood St,91306,Winnetka,SingleFamily,2019,376065,1954,7505,1362,2,4,Winnetka,neighborhood,05/22/2019,645000,527400
775651,21510 Dumetz Rd,91364,Woodland Hills,SingleFamily,2019,612790,1954,5800,1452,2,3,Woodland Hills,neighborhood,12/01/2009,519000,757200
684533,621 W 46th St,90037,Los Angeles,Triplex,2019,515440,1914,8061,2835,3,4,South Los Angeles,neighborhood,02/27/2015,1000,429200
1202180,4369 Firmament Ave,91436,Encino,SingleFamily,2019,186982,1947,15119,1973,2,3,Encino,neighborhood,NA,NA,872400
666195,6503 Dempsey Ave,91406,Van Nuys,SingleFamily,2019,449453,1947,5662,1384,2,3,Lake Balboa,neighborhood,11/04/2013,409000,546200
1418794,3545 Moore St,90066,Los Angeles,SingleFamily,2019,261453,1948,6510,1016,1,3,Mar Vista,neighborhood,NA,NA,1309500
562291,9014 Noble Ave,91343,North Hills,Duplex,2019,62147,1926,9299,1312,2,3,North Hills,neighborhood,NA,NA,546400
1224632,4680 Wilshire Blvd,90010,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,NA,1,2,Mid City,neighborhood,NA,NA,862400
929445,3638 Altamont St,90065,Los Angeles,SingleFamily,2019,554267,2005,8986,1820,2.5,3,Mount Washington,neighborhood,05/18/2010,479000,745100
882390,4733 San Feliciano Dr,91364,Woodland Hills,SingleFamily,2019,697810,1952,11412,1861,3,3,Woodland Hills,neighborhood,11/26/2013,635000,757200
616807,119 N Boyle Ave,90033,Los Angeles,SingleFamily,2019,205345,2005,3086,1408,2,3,Boyle Heights,neighborhood,08/28/2002,55000,413200
1742673,10335 Walavista Rd,90064,Los Angeles,SingleFamily,2019,583489,1946,12000,1650,1.75,3,Cheviot Hills,neighborhood,12/15/1999,423500,1814100
586456,7326 Claire Ave,91335,Reseda,SingleFamily,2019,88977,1950,6760,1654,2,3,Reseda,neighborhood,NA,NA,493700
484843,10308 Amboy Ave,91331,Pacoima,SingleFamily,2019,113290,1941,8100,1211,1,2,Pacoima,neighborhood,12/01/1978,51000,429400
495126,821 Frigate Ave,90744,Wilmington,SingleFamily,2019,201864,1925,4941,1404,2,3,Wilmington,neighborhood,09/17/1993,132500,423700
1653594,2033 Kerwood Ave,90025,Los Angeles,SingleFamily,2019,137862,1926,5571,1501,2,2,Century City,neighborhood,NA,NA,1024400
2318150,216 N Norton Ave,90004,Los Angeles,SingleFamily,2019,846807,1924,8229,2808,3,4,Mid Wilshire,neighborhood,10/25/1996,580000,1620500
929898,11847 Hamlin St,91606,North Hollywood,MultiFamily2To4,2019,760920,1952,7361,2550,NA,0,North Hollywood,neighborhood,03/21/2018,746000,536800
594682,13715 Eldridge Ave,91342,Sylmar,SingleFamily,2019,568000,1955,13561,1401,2,2,Sylmar,neighborhood,06/01/2006,525000,473900
1079302,3852 S Cochran Ave,90008,Los Angeles,SingleFamily,2019,1035300,1966,7141,1912,2,3,Crenshaw,neighborhood,06/15/2018,1015000,654800
584189,4018 Shelburn Ct,90065,Los Angeles,SingleFamily,2019,550800,1931,3711,1001,1,3,Mount Washington,neighborhood,02/27/2018,540000,745100
1286057,1747 Kent St,90026,Los Angeles,Quadruplex,2019,238072,1921,7269,2556,4,5,Echo Park,neighborhood,NA,NA,809300
476288,14131 Lanark St,91402,Panorama City,SingleFamily,2019,492000,1949,5398,852,1,2,Panorama City,neighborhood,05/19/2005,420000,424200
641081,520 W 20th St,90731,Los Angeles,MultiFamily2To4,2019,596960,1923,5079,2500,NA,0,San Pedro,neighborhood,12/28/2017,585000,578000
1082978,23808 Burbank Blvd,91367,Woodland Hills,SingleFamily,2019,461768,1962,12149,2346,2,4,Woodland Hills,neighborhood,10/20/1995,220000,757200
664876,1617 W 213th St,90501,Torrance,SingleFamily,2019,432894,1950,7000,1596,2,3,Harbor Gateway,neighborhood,12/22/2008,375000,513600
1001756,743 Milford St,90042,Los Angeles,SingleFamily,2019,793657,2004,5026,2979,4,4,Hermon,neighborhood,10/29/2019,975000,639600
649020,10026 Mason Ave,91311,Chatsworth,SingleFamily,2019,596700,1957,8712,2000,3,4,Chatsworth,neighborhood,11/01/2017,585000,613700
667451,1622 Exposition Blvd,90018,Los Angeles,Duplex,2019,131065,1923,5401,1800,2,2,South Los Angeles,neighborhood,NA,NA,429200
1450603,8380 Zitola Ter,90293,Playa Del Rey,SingleFamily,2019,917672,1958,7218,1796,2,3,Playa Del Rey,neighborhood,05/04/2012,815000,NA
1580900,1389 Appleton Way,90291,Venice,SingleFamily,2019,101261,1962,5036,1637,2,3,Venice,neighborhood,NA,NA,1538600
1389872,1508 W Averill Park Dr,90732,San Pedro,SingleFamily,2019,1077620,1948,18020,3886,3,3,San Pedro,neighborhood,04/17/2003,830000,578000
2221240,3866 Westfall Dr,91436,Encino,SingleFamily,2019,1735908,1966,15755,3701,4,4,Encino,neighborhood,06/30/2005,1350000,872400
1338199,4407 Dulcinea Ct,91364,Woodland Hills,SingleFamily,2019,812038,1981,22644,3565,3,4,Woodland Hills,neighborhood,01/24/2000,555000,757200
632793,15052 Marson St,91402,Panorama City,SingleFamily,2019,215248,1948,5716,1852,3,5,Panorama City,neighborhood,NA,NA,424200
793855,20116 Tuba St,91311,Chatsworth,SingleFamily,2019,498121,1976,10745,2438,2,4,Chatsworth,neighborhood,04/08/1999,289000,613700
1416973,2810 Selby Ave,90064,Los Angeles,SingleFamily,2019,1071923,1945,6003,1214,2,3,Cheviot Hills,neighborhood,10/03/2005,875000,1814100
1154956,4050 Knobhill Dr,91403,Sherman Oaks,SingleFamily,2019,577901,1952,7439,1702,2,2,Sherman Oaks,neighborhood,06/25/2002,432500,890000
4831495,790 San Lorenzo St,90402,Santa Monica,SingleFamily,2019,2018719,1972,14892,3076,4,3,Pacific Palisades,neighborhood,NA,NA,2728800
1140655,3044 Sunnynook Dr,90039,Los Angeles,SingleFamily,2019,371996,1923,5196,1656,2,4,Atwater Village,neighborhood,10/12/1999,270000,756200
5577768,726 Moreno Ave,90049,Los Angeles,SingleFamily,2019,4898029,2004,9000,5660,6,5,Brentwood,neighborhood,07/18/2011,4350000,2404000
1815727,12307 Clover Ave,90066,Los Angeles,SingleFamily,2019,240133,1948,5248,2071,2,3,Mar Vista,neighborhood,NA,NA,1309500
647293,9572 Reverie Rd,91042,Tujunga,SingleFamily,2019,358709,1964,7840,1300,1.5,3,Tujunga,neighborhood,01/15/2010,310000,558800
1930262,10516 Oaklawn Rd,90064,Los Angeles,SingleFamily,2019,115765,1929,4951,2047,2,3,Cheviot Hills,neighborhood,10/28/1971,59000,1814100
679329,16254 Los Alimos St,91344,Granada Hills,SingleFamily,2019,326640,1956,6900,1942,3,5,Granada Hills,neighborhood,08/04/1997,153409,591300
1205006,4264 Lyceum Ave,90066,Los Angeles,SingleFamily,2019,493956,1948,4401,862,1,2,Del Rey,neighborhood,12/27/2001,373000,934700
556871,7726 Beck Ave,91605,North Hollywood,SingleFamily,2019,218196,1945,6749,993,1,3,Sun Valley,neighborhood,NA,NA,483500
475369,330 E 108th St,90061,Los Angeles,Duplex,2019,307984,1937,5405,1324,2,3,Southeast Los Angeles,neighborhood,08/24/2012,279000,359400
1520406,2353 Kenilworth Ave,90039,Los Angeles,SingleFamily,2019,399930,1938,5053,1732,2,2,Silver Lake,neighborhood,NA,NA,991200
766221,6029 Eileen Ave,90043,Los Angeles,SingleFamily,2019,495598,1924,5937,1473,2,3,Park Mesa Heights,neighborhood,05/20/2015,460000,502000
648333,6935 Vesper Ave,91405,Van Nuys,SingleFamily,2019,447438,1939,14015,1300,1,2,Van Nuys,neighborhood,04/10/2008,380000,548000
628005,1347 W 36th St,90007,Los Angeles,SingleFamily,2019,89228,1907,4334,1100,1,3,South Los Angeles,neighborhood,NA,NA,429200
327813,5525 Canoga Ave,91367,Woodland Hills,SingleFamily,NA,NA,1987,NA,650,1,1,Woodland Hills,neighborhood,NA,NA,757200
1963975,741 S Detroit St,90036,Los Angeles,Quadruplex,2019,1270443,1924,6696,4429,4,4,Mid City,neighborhood,08/12/2005,1450000,862400
1097804,17179 Citronia St,91325,Northridge,SingleFamily,2019,940833,1967,16117,3698,2.5,5,Northridge,neighborhood,10/01/2008,815000,676300
716673,2566 Mallory St,90032,Los Angeles,SingleFamily,2019,133980,1977,4799,1716,3,5,El Sereno,neighborhood,05/25/1977,41000,481700
584605,11050 Fleetwood St,91352,Sun Valley,SingleFamily,2019,350198,1951,7492,977,1,3,Sun Valley,neighborhood,07/27/2015,330000,483500
885051,3604 Wellington Rd,90016,Los Angeles,SingleFamily,2019,141841,1941,5038,1489,2,3,West Adams,neighborhood,NA,NA,690600
667918,1638 W 84th Pl,90047,Los Angeles,Duplex,2019,583663,2009,6676,2105,4,4,South Los Angeles,neighborhood,05/08/2009,480000,429200
460430,525 S La Fayette Park Pl UNIT 303,90057,Los Angeles,Condominium,2019,306593,1979,21284,844,2,2,Rampart Village,neighborhood,08/30/2013,279000,NA
563187,14733 Macneil St,91345,Mission Hills,SingleFamily,2019,70057,1947,8401,1520,2,4,Mission Hills,neighborhood,NA,NA,492300
617683,13323 Almetz St,91342,Sylmar,SingleFamily,2019,261770,1986,10757,1726,3,4,Sylmar,neighborhood,07/29/1999,190000,473900
2184878,3296 Mandeville Canyon Rd,90049,Los Angeles,SingleFamily,2019,891679,1958,7405,2400,2,3,Brentwood,neighborhood,08/31/2000,650000,2404000
458695,1028 W 69th St,90044,Los Angeles,SingleFamily,2019,345928,1919,5849,1024,1,3,South Los Angeles,neighborhood,07/25/1997,128000,429200
650073,7301 Anatola Ave,91406,Van Nuys,SingleFamily,2019,458036,1950,6199,1765,2,4,Lake Balboa,neighborhood,02/22/2008,389000,546200
481033,1437 1/2 W 59th St,90047,Los Angeles,MultiFamily2To4,NA,NA,NA,NA,1156,1,1,South Los Angeles,neighborhood,NA,NA,429200
665950,1257 W Gage Ave,90044,Los Angeles,SingleFamily,2019,502513,1921,4499,3247,4,7,South Los Angeles,neighborhood,12/30/2016,483000,429200
727564,8441 Rudnick Ave,91304,West Hills,SingleFamily,2019,319217,1961,16872,1678,3,3,West Hills,neighborhood,NA,NA,651200
731848,2650 Pirtle St,90039,Los Angeles,SingleFamily,2019,162563,1941,5439,821,1,2,Elysian Valley,neighborhood,08/10/1999,118000,567000
2619190,12207 Moorpark St,91604,Studio City,MultiFamily2To4,NA,NA,1941,NA,4936,NA,NA,Studio City,neighborhood,NA,NA,1188900
2309925,1626 N Orange Grove Ave,90046,Los Angeles,SingleFamily,2019,747582,1924,7560,2901,3,5,Hollywood,neighborhood,05/30/1996,502000,744100
4242803,173 N Las Palmas Ave,90004,Los Angeles,SingleFamily,2019,4008351,1926,13084,5084,3,6,Mid Wilshire,neighborhood,01/18/2006,3200000,1620500
